barcode,medicine_id
8699514510079,MED166
8699514540069,MED557
8699514550006,MED636
8699514550143,MED625
8699514550174,MED625
8699514550204,MED625
8699514550259,MED648
8699514550266,MED648
8699514550273,MED648
8699514570066,MED036
8699514570202,MED062
8699514573715,MED036
8699514575535,MED132
8699514590217,MED132
8699514590231,MED1123
8699514592556,MED961
8699514595571,MED132
8699514596837,MED1128
8699514599197,MED160
8699514655657,MED961
8699514700050,MED766
8699514700067,MED766
8699514700074,MED766
8699514750116,MED942
8699514759188,MED160
8699514759409,MED022
8699514759416,MED022
8699514890058,MED166
8699516012632,MED1000
8699516012663,MED1001
8699516013158,MED010
8699516015169,MED1023
8699516015176,MED1023
8699516042240,MED799
8699516042257,MED799
8699516044510,MED799
8699516047467,MED805
8699516094164,MED219
8699516094171,MED219
8699516151164,MED516
8699516153625,MED789
8699516281199,MED516
8699516285951,MED654
8699516285968,MED654
8699516286934,MED516
8699516380311,MED580
8699516570330,MED580
8699516573119,MED170
8699516750343,MED580
8699519700109,MED784
8699522015269,MED099
8699522092802,MED277
8699522092901,MED335
8699522092918,MED335
8699522095605,MED027
8699522095650,MED027
8699522095704,MED027
8699522095711,MED027
8699522096947,MED277
8699522155255,MED554
8699522285754,MED027
8699522285792,MED027
8699522285808,MED027
8699522288519,MED065
8699522356294,MED1154
8699522356317,MED284
8699522356522,MED1161
8699522385041,MED1151
8699522386307,MED1154
8699522386321,MED284
8699522386581,MED1161
8699522480432,MED284
8699522490462,MED284
8699522490738,MED1154
8699522521456,MED140
8699522521494,MED140
8699522523078,MED233
8699522523085,MED233
8699522541379,MED188
8699522543014,MED559
8699522553242,MED233
8699522553259,MED233
8699522553266,MED233
8699522557660,MED618
8699522571055,MED099
8699522571253,MED099
8699522571413,MED140
8699522705009,MED040
8699522705160,MED041
8699522952939,MED335
8699525010025,MED709
8699525010094,MED607
8699525010100,MED973
8699525010124,MED1002
8699525010131,MED1002
8699525010148,MED1002
8699525011169,MED379
8699525013248,MED374
